	001A	001B	002B	003A	004B	006A	006B	008A	008B	009A	009B	010A	010B	012A	012B	013A	013B	014B	015B	016B	017B	018B	019A	020B	27S	30S	31S	4S
K02337	1069	1054	187	234	351	388	116	509	1027	515	601	1962	470	341	684	566	14	1368	115	298	1823	751	160	369	758	518	266	1047
K02338	2817	4331	3655	4649	4570	2967	1801	5719	2689	5031	2056	5675	1787	4017	4276	3392	40	6498	206	3941	9105	4832	2952	1575	4666	3680	5011	3682
K02339	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02340	636	432	260	1035	417	314	244	640	1254	318	307	491	189	287	691	294	3	640	42	756	1209	1006	341	185	456	459	290	595
K02341	83	276	2440	2257	3624	35	1009	1729	452	1363	32	741	6	1036	822	1013	12	1526	201	1463	1295	570	2792	2263	748	160	458	101
K02342	1129	1114	569	550	991	644	299	571	617	296	636	1153	306	291	488	248	220	575	36	501	404	238	427	456	437	573	395	563
K02343	5327	8591	2329	4026	3392	1462	1720	2451	4887	2989	5224	2290	3137	3421	2198	2085	1469	3685	192	3225	4595	2601	3302	2290	1583	3800	1704	4109
K02344	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K02346	1905	1480	1416	1565	1729	694	1469	2611	1414	1567	574	928	462	1425	1318	1378	1536	1970	29	2266	3335	1329	2179	816	868	643	1038	1082
K02348	0	34	15	4	95	0	1	1	0	1	0	1	1	4	1	1	1	2	0	1	1	1	6	198	1	11	1	17
K02355	20437	25536	32294	48999	46591	44353	20641	48816	29714	54403	22450	52380	12753	40046	43329	36384	24304	42046	3732	41195	87932	38404	37618	8179	37040	12476	32741	10196
K02356	15205	23891	22561	33278	32490	10950	14506	22020	14596	25558	13097	21283	8797	17967	15889	14299	6669	18897	504	23391	35103	17690	20828	8023	11737	5227	7124	7781
K02357	20524	25835	26161	44664	40503	31717	17685	49486	28002	47282	25719	46091	13177	32719	33924	38525	17431	50052	7936	43216	89407	45180	32898	16376	38588	22121	35494	17658
K02358	79372	189980	182531	181595	223999	171462	98570	170389	69704	233086	92896	171435	77791	177059	132166	163059	29334	219929	9690	193901	322622	132918	289763	49793	127653	80721	128574	103040
K02361	2	3	1	1	1	813	1	12	25	199	0	375	1	161	132	7	1	438	0	3	184	56	1	1	5	1	28	1
K02362	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
K02364	3	0	0	0	0	1	0	2	0	4	0	1	0	1	3	1	8	0	0	1	1	0	1	0	7	0	0	0
K02371	3	449	3	15	2	193	3	11	46	238	205	92	233	52	37	11	26	36	82	24	117	65	314	3	21	82	49	73
K02372	29	15	40	836	9	1137	7	1666	92	860	8	356	263	719	1992	698	2386	1026	189	1274	1663	932	166	10	321	18	325	19
K02377	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02379	0	0	0	0	1	1	0	0	0	0	0	0	1	18	0	0	0	2	0	0	0	0	0	1	0	0	0	0
K02380	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	5	0	0	0	0	0	0	0	0
K02381	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
K02386	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02388	1	1	1	1	1	273	3	39	1	491	6	3937	1	2132	1	1	1	1	3	1	1	1	1	3	1	1	1	1
K02390	2	0	0	0	0	671	3	136	2	1550	3	6648	4	4985	1	3	2	2	4	3	1	2	5	4	0	0	0	0
K02391	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02392	1	0	0	0	0	1757	5	222	3	3204	3	18781	3	10048	1	5	4	3	6	9	5	7	11	1	0	0	0	0
K02394	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02395	3	3	2	1	1	29	4	1	13	13	1	9	2	5	4	1	2	15	73	5	22	4	1	1	1	1	24	1
K02396	0	0	1	0	0	235	0	56	2	548	1	4519	2	1408	2	0	1	1	1	2	0	1	0	1	0	0	0	0
K02397	1	1	0	0	0	362	3	61	3	1015	1	6909	0	2665	1	3	3	0	4	3	4	1	1	1	0	0	0	0
K02400	0	1	1	1	4	3	1	1	0	5	0	14	1	16	0	0	1	0	1	1	0	1	0	0	0	0	0	0
K02402	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02403	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02405	0	0	0	0	0	434	1	27	0	399	0	3227	2	1821	0	4	2	0	0	5	0	1	1	0	0	0	0	0
K02406	10	2	1	1	2	10788	90	1450	62	27708	47	238602	3984	130192	82	133	47	69	83	103	87	48	83	56	2	2	2	2
K02407	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02409	1	0	0	0	1	278	1	38	2	321	1	3062	1	1201	5	1	0	6	1	2	5	5	3	1	0	0	0	0
K02410	0	0	0	0	0	283	4	28	3	318	5	2571	3	1112	9	4	2	4	5	8	6	2	3	4	0	0	0	0
K02412	0	0	0	0	1	4	0	0	0	1	0	0	0	1	3	0	0	0	0	1	0	1	1	0	0	0	0	0
K02413	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0
K02415	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K02416	0	1	1	1	1	500	4	72	3	809	1	5924	1	3022	1	11	1	4	3	3	4	2	3	3	1	1	1	1
K02417	3	0	0	0	0	734	8	88	4	1255	0	8814	3	4838	1	3	0	3	5	1	1	4	3	1	0	0	0	0
K02421	0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
K02422	2	0	0	0	0	910	12	143	4	1392	4	14151	2	10580	2	18	0	2	10	7	2	2	2	0	0	0	0	0
K02424	10	110	23	15	150	17	2	9	2	13	1	1	6	3	1	1	1	45	1	3	2	1	7	81	1	3	2	13
K02426	4	4	4	33	6	274	4	283	29	758	4	1325	2	102	681	545	4	801	94	300	1720	1183	14	2	1263	2	204	2
K02427	1	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0
K02428	949	3374	6208	4102	9161	1995	2398	4115	1090	2566	1520	2439	854	3491	1979	1784	665	2249	157	3357	3394	1633	6155	1630	2112	1212	2311	1428
K02429	0	1	0	1	0	31	1	0	0	1	0	21	0	4	1	0	0	7	0	0	1	0	1	0	1	1	0	1
K02430	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K02431	1	1	1	1	1	6	1	1	1	1	2	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	3	3
K02433	3047	11481	9493	11045	10415	2193	5902	12078	4434	8106	5520	1538	3759	6996	6319	4974	1113	5992	182	12171	7090	3440	10732	2288	4154	2307	5485	1713
K02434	7419	13456	8861	11712	12367	3809	6438	8911	9628	9048	6504	1568	3776	7757	5832	6287	2546	7243	172	10857	8226	3664	11867	4386	3904	3351	5424	3707
K02435	7312	11750	20120	27327	25582	5566	15373	19987	10694	15381	5499	2357	2988	12845	16533	9082	2400	13709	288	24931	10253	5143	23642	4471	2978	2632	5113	3486
K02437	9	13	25	479	22	3507	9	184	456	1228	22	637	8	2436	1474	167	10	146	55	324	995	212	118	33	79	17	161	7
K02438	55	8	13	965	5	47	7	1147	641	180	3	1126	5	235	959	489	5	774	16	1185	3162	1872	45	3	1094	1	72	1
K02439	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02440	274	778	3729	6473	4283	918	3207	3949	427	3876	1190	520	1229	4059	5091	2554	676	2330	152	5707	3745	852	10661	183	3504	1063	4493	536
K02441	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02443	1	5	1	1	1	53	1	1	8	10	1	2	1	2	1	2	4	4	1	2	10	1	7	1	1	1	1	1
K02444	7	935	333	184	156	3	15	43	4	120	551	14	433	85	74	95	2	102	2	132	50	12	292	2	41	1315	147	769
K02445	3	18	4	165	7	146	10	437	6	268	26	2159	7	2065	1875	3010	2	2215	23	1660	7375	3726	21	36	346	2	947	16
K02446	7	15	6	453	3	697	1	617	84	409	6	390	9	507	1242	383	522	610	16	341	659	436	208	3	96	2	351	2
K02450	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02452	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02453	0	1	0	0	0	0	0	2	0	2	0	1	0	1	0	0	0	1	0	0	1	2	0	0	0	0	0	0
K02454	1	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0
K02455	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0
K02456	1	1	1	20	1	15	1	14	1	16	0	50	1	19	1	168	20	11	4	29	245	15	1	2	5	1	1	1
K02458	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
K02459	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02460	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0
K02461	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0
K02462	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
K02466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0
K02467	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
K02468	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0
K02469	5735	6126	13319	13739	13761	3841	7934	12791	6644	11036	3615	7403	2934	10653	8316	8660	2326	12631	776	12078	14771	6770	16897	2675	4843	3825	4263	3595
K02470	3947	5990	11194	12804	12877	4089	7190	13699	6432	11444	3108	15951	2486	9090	10234	9288	2964	16794	773	13829	22553	11814	14287	2130	7893	3308	4658	2994
K02471	0	1	0	1	0	2	0	1	3	2	1	9	0	3	4	2	7	1	1	1	3	5	2	0	4	0	2	0
K02472	1	0	0	0	0	1	1	0	8	1	1	0	0	0	2	0	3	0	0	0	0	2	1	0	0	0	0	0
K02473	0	0	0	0	0	14	0	1	0	3	0	6	0	0	1	0	0	0	0	5	0	1	0	0	0	0	0	0
K02474	0	0	0	0	0	34	0	0	0	3	0	21	0	15	1	0	0	0	0	3	0	0	0	0	4	0	0	0
K02477	4	2	1	2	2	145	1	4	1	9	1	8	3	21	156	3	18	1	1	2	3	1	4	2	34	1	33	1
K02478	0	2	1	101	1	103	1	131	0	62	0	182	1	108	1	90	121	78	1	109	212	84	1	0	51	0	0	0
K02479	40	18	6	737	6	63	7	330	542	270	9	189	5	144	304	54	8	487	12	808	745	385	16	6	300	2	40	2
K02480	13	0	0	254	0	4	1	56	180	68	0	51	1	34	24	11	1	49	0	109	179	43	2	0	104	0	7	1
K02481	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
K02483	8987	11409	15497	17066	18720	514	8685	16408	9775	8497	3352	1774	3838	9309	7282	9824	230	16034	1230	15380	9759	4585	16307	5230	3167	2974	11129	3669
K02484	118	8	6	613	2	17	3	195	1258	126	3	299	2	112	653	258	5	598	113	583	1620	782	30	6	253	1	35	1
K02485	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0
K02492	1	1	4	1	2	19	1	6	6	11	2	2	1	3	8	4	1	5	1	2	3	1	96	1	2	1	1	1
K02493	0	0	0	0	0	1	0	0	0	0	1	2	0	0	0	0	0	2	0	0	0	1	1	0	0	0	0	0
K02494	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0
K02495	64	84	53	1423	41	7565	38	3170	356	3119	40	2460	42	3389	4012	1708	3631	2561	219	2350	5897	2584	233	65	2756	6	1806	6
K02499	125	269	123	5315	150	8328	131	19079	141	6950	100	4873	118	5818	9890	5363	18776	14836	367	12648	18337	8890	205	100	2866	5	8999	2
K02500	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	5	2	1	1	42	1	2	1	1	1
K02501	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	47	1	1	3	1	1
K02502	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
K02503	1914	12411	4772	4284	4313	619	3133	4423	1744	3440	4571	6303	3479	2919	2081	4060	21	4509	415	4673	5869	3993	7955	1837	1791	1906	1790	3002
K02511	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	20	0	0	0	0	0
K02517	9	12	7	1170	6	1163	5	2065	34	1000	4	340	4	1051	1828	549	2737	1696	13	1806	2136	1186	302	5	665	2	535	2
K02518	81414	63719	67743	130621	70884	72414	35811	126581	92518	137476	56377	48581	24507	90860	70022	71299	25008	135408	8095	75793	91601	78583	122154	26990	26447	45909	38854	30925
K02519	19459	12737	5836	13441	11252	7502	5624	7874	15604	10994	7493	11865	4451	7048	8285	6461	1599	8354	717	8732	14695	8484	6787	2954	6404	5058	3695	6400
K02520	56087	54520	59038	79196	80595	23764	29561	80150	54568	60370	42254	25257	23517	36479	32928	31772	18807	41322	2031	55138	70762	29113	47816	22590	17789	10249	16486	9110
K02521	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02523	528	411	55	1099	302	1487	48	2243	532	2355	332	4620	135	584	1526	791	140	1835	153	1564	4422	2345	364	24	1192	216	430	231
K02525	0	0	0	0	1	5	0	7	3	477	0	20	0	189	42	1	0	16	14	10	61	7	0	0	0	1	920	1
K02526	1	1	2	3	2	4	1	22	3	25	1	5	1	13	1	5	4	17	2	95	1017	23	15	3	15	2	13	1
K02527	4	5	5	230	2	474	5	584	21	619	3	1547	4	314	722	838	479	1568	84	476	2924	1228	107	6	2003	2	325	4
K02528	1141	3053	2285	3543	3005	944	1136	2714	2252	1864	2201	1664	1138	1542	1866	1505	393	2616	114	2196	3000	1448	2716	1001	1486	2011	1836	1921
K02529	3219	3867	3165	9077	5878	1771	2139	5212	5797	6346	2486	3931	2116	3280	8162	4281	157	3663	223	5585	15010	11513	7516	3691	3399	2661	3888	4457
K02530	3803	49	4834	5735	1522	56	388	5411	4174	21393	23	145	27	9110	1516	2758	23	6034	63	45614	38	8832	5909	60	368	179	5734	89
K02531	119	27	26	21	36	7	2	12	10	2	1	6	1	1	1	1	1	1	2	1	1	2	21	1220	57	52	105	139
K02532	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02535	23	39	24	1235	24	2490	16	2575	66	1619	18	2684	15	1447	2163	1998	3157	3329	137	2043	5097	2779	190	21	2546	3	1209	4
K02536	14	16	25	567	12	1345	13	1516	51	1117	8	3691	8	796	1901	1443	1757	2613	28	1104	4553	1898	157	10	2892	2	876	4
K02538	32	842	4	2	5	10	2	1	4	7	254	5	53	7	3	5	1	3	7	3	5	2	4	3	1	1	6	2
K02546	297	327	23	50	463	2	48	2	230	2	0	2	1	18	2	2	0	1	0	1	1	1	25	4	1	2	1	1
K02548	2	520	28	13	2	202	4	54	9	102	201	474	216	49	123	254	2	339	34	44	524	263	48	2	206	390	81	738
K02549	1	5	1	40	3	143	2	97	7	244	3	808	1	100	218	365	2	946	42	67	1242	601	48	2	288	2	56	2
K02550	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02551	1	2	1	9	1	74	1	65	2	124	2	368	3	51	133	175	1	423	30	45	781	276	81	2	471	1	70	1
K02552	1	0	3	24	1	1	2	125	1	156	0	572	1	0	218	211	0	595	67	104	873	453	6	1	328	0	41	0
K02553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
K02556	0	0	0	1	0	671	4	87	3	1029	0	12232	3	3552	6	3	3	2	5	5	3	2	5	0	0	0	0	0
K02557	0	0	0	0	0	3	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K02558	1	1	1	0	0	0	0	0	0	5	1	0	0	1	0	0	0	1	0	0	0	0	2	0	0	0	0	0
K02563	1973	4810	4950	8254	6669	1916	4334	6664	3262	5135	2804	4596	1776	3849	5296	4549	605	7458	297	7387	8298	3938	7184	2504	4011	2600	2426	3247
K02564	1196	1871	1996	2563	1625	4225	1083	2858	2050	7075	3706	10163	858	4673	6499	4321	38	9434	526	3579	19526	7373	1976	317	1983	1819	3861	1864
K02565	1	2	0	1	2	469	2	5	2	520	2	59	0	213	44	90	0	82	1	25	94	24	0	0	0	0	272	0
K02566	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02567	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
K02570	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0
K02573	0	0	0	2	0	1	0	2	0	0	0	0	0	0	0	1	1	3	0	1	1	2	0	1	0	0	0	0
K02574	1	1	4	1	1	24	1	2	17	16	1	13	1	53	3	10	2	2	1	2	13	10	2	1	27	1	18	1
K02575	0	2	1	0	0	0	0	1	0	1	1	0	1	1	0	0	1	2	1	1	0	1	33	0	0	0	0	0
K02584	3	6	0	44	2	177	2	400	18	778	3	2976	2	127	984	943	104	1866	3	361	5416	1789	3	3	1646	2	360	0
K02598	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02600	5896	10871	4325	11981	7789	4647	3170	9522	7259	9588	7436	16188	4529	3867	9819	7103	1626	9365	640	9239	20769	14146	4608	2744	6029	3277	3109	3605
K02601	5565	5563	4725	20196	9635	36721	3831	29048	13309	33291	7596	55483	3752	30958	26022	26443	25693	43289	10693	25213	138441	61206	7980	9677	71647	3324	14322	3864
K02619	0	0	0	0	1	6	0	0	1	0	0	76	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0
K02621	1562	2394	109	60	677	13	140	12	1341	39	2199	38	871	17	8	5	2	7	73	9	10	8	157	1789	5	1235	241	1200
K02622	2231	4366	216	94	1060	36	192	31	1872	71	4272	86	2229	144	26	40	9	39	125	45	52	21	305	2272	4	1354	259	1586
K02647	2	4	4	2	2	21	4	11	2	8	3	9	1	3	14	6	8	14	8	13	5	14	5	2	3	0	6	0
K02654	0	20	6	7	69	0	0	0	0	0	0	2	0	1	0	0	0	4	1	0	0	0	3	21	0	4	0	0
K02669	0	0	0	0	0	7	0	0	0	1	0	0	0	4	24	0	0	0	0	0	0	0	0	0	0	0	6	0
K02686	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	6
K02687	1613	3667	735	1438	1842	1789	321	909	1111	1534	2121	1391	1601	1227	1460	712	680	1091	141	1011	1723	799	891	987	561	1304	1263	1456
K02688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	6	0	0	0	0
K02744	2853	54	7	22	851	459	312	132	504	1272	3	1835	4	513	85	336	9	860	12	226	715	264	5	786	169	6	227	14
K02745	1	11	1	1	1	12	1	1	1	7	1	8	1	1	6	6	15	6	1	1	1	2	4	1	4	1	1	1
K02750	5	10418	1412	201	2619	3	9	30	21	10	2420	3	5425	16	6	9	10	9	8	10	6	4	1805	1717	18	14673	5363	4620
K02756	2337	2	1	1	40	1	93	1	251	2	1	2	1	2	1	1	1	1	13	2	1	1	2	27	1	1	2	2
K02757	8950	536	77	56	528	4	105	33	233	5	220	9	390	5	3	6	4	5	5	5	7	11	139	463	7	146	503	206
K02759	5654	1478	1138	61	700	149	841	61	1455	622	2028	74	4	367	76	247	16	157	44	54	174	30	1505	1191	9	633	516	1163
K02760	19132	12157	6559	259	1052	195	1977	174	1907	650	15519	103	7	411	112	215	28	164	40	101	282	33	7191	1919	10	2038	889	7521
K02761	8076	1738	238	100	852	249	341	68	4638	809	2859	190	497	608	160	332	14	596	51	342	333	84	990	1269	17	3217	6437	8996
K02768	36	146	6	8	3	1609	11	177	15	3431	266	861	180	1457	408	1091	146	522	33	338	1133	377	124	7	321	174	870	329
K02769	19	264	1774	6454	1816	114	851	3615	27	1319	366	779	196	2319	1885	5206	8	1400	93	9125	2067	883	6092	1757	501	249	1944	313
K02770	11645	1056	90	62	100	581	433	82	1082	953	647	220	725	643	177	476	70	113	30	106	733	188	327	32	18	2797	963	4741
K02773	3583	854	4460	7248	620	148	407	3261	6754	27465	309	228	383	13830	1095	5389	79	7062	47	47534	1827	8592	7519	207	886	928	1758	2080
K02774	9250	57	3345	3006	936	634	753	2197	12053	13011	11	524	29	5698	1114	1783	44	3749	43	32649	1049	5422	3004	192	174	424	3524	481
K02775	5945	247	3597	10542	1064	231	604	1552	9946	15698	76	424	61	5935	2267	4786	47	6407	80	34105	4230	4699	5153	213	912	391	3297	803
K02777	18	10499	4791	2180	3101	41	3412	1335	54	946	3453	32	5420	2785	1403	1278	29	987	19	8907	3974	466	11688	3184	1244	14682	9259	5072
K02779	514	52	8	5	135	2	46	25	118	3	10	1	11	8	8	9	2	8	292	10	11	2	25	17	1	1	47	6
K02781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	2	0	0	0
K02782	0	0	2	0	2	1	0	1	1	0	0	0	0	0	1	1	0	1	1	0	0	1	2	0	0	0	0	0
K02783	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	0	0	0	2	0	0	0	2	0	0	0	0	0
K02784	106	2	2	2	2	149	2	144	1	147	1	56	2	27	142	31	410	63	4	22	47	23	184	2	35	2	2	2
K02786	2555	67	23	634	2132	17	103	986	1263	117	14	56	7	216	1289	1445	5	840	2	5	5	3	940	1700	150	42	4282	54
K02787	1188	32	15	720	1224	29	60	908	612	95	11	78	7	203	809	1634	2	664	7	9	22	6	823	259	335	91	11603	149
K02790	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
K02791	1	0	1	0	2	314	0	7	1	623	0	40	0	378	14	81	0	89	0	11	268	12	0	1	3	0	114	1
K02793	20812	36068	20284	20813	23872	8490	8341	27351	10757	20013	13426	15234	16383	32600	6422	11454	100	25815	117	38556	7204	2434	46067	25291	1132	12819	10614	17559
K02794	8641	462	27349	51929	25847	3472	21609	47631	4355	24935	243	3996	98	32637	10768	36052	512	46046	686	55919	36513	4468	104717	1264	7270	843	23973	448
K02795	23504	16334	49217	87251	54516	8948	34376	102495	26434	49090	6784	31273	8070	85848	25251	66631	612	84846	1029	104466	53876	6139	160915	21798	15607	10989	47717	14837
K02796	17038	18496	23866	41461	28512	6890	20645	33273	17044	19711	7968	21807	7998	38585	8469	38087	732	33696	480	45941	17734	2772	84540	18658	11141	16231	36986	23670
K02798	2	1086	66	6	1	2	1	194	4	1	101	3	2545	1	1	1	1	1	1	2	1	1	401	1	14	46	362	170
K02800	0	362	35	5	8	1	0	78	2	8	34	2	966	0	1	1	0	1	1	26	1	1	166	0	4	63	449	216
K02804	0	1	1	2	0	521	1	5	1	303	1	29	1	217	38	51	0	37	3	10	63	8	1	2	2	0	342	0
K02805	0	0	0	0	0	6	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K02806	1	7	1	1	1	963	5	10	21	1040	1	114	1	537	52	130	3	150	3	50	128	45	1	477	5	5	264	1
K02808	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	4	0	0	0	3	0	0	0	3	0
K02809	5	1	2	3	1	89	1	6	7	134	1	14	1	82	39	17	9	11	1	3	12	4	4	196	8	1	90	39
K02819	0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	1	3	0	0	0	1	1	0	0	0	0
K02821	115	16744	5463	1118	8	22	16	279	45	61	7902	795	1832	111	1604	179	145	376	16	670	1433	1175	6695	9	219	13841	3350	22118
K02822	9	4	6	1	1	9	1	10	1	21	1	10	1	7	23	7	85	1	1	13	10	4	7	1	4	1	1	1
K02823	76	28	14	1241	20	651	21	2460	827	1123	15	1546	18	511	1348	954	978	1994	72	1249	3758	2253	231	14	1113	4	379	4
K02824	191	3023	4671	6015	4635	2243	1861	3350	1349	2760	1220	1069	743	1208	2853	1885	483	7252	74	3080	3500	3219	933	200	2248	3265	2273	3841
K02825	1064	26558	5982	5929	6775	414	4928	2785	4069	3074	12512	180	9051	2830	1753	1450	1398	5872	81	5462	2299	719	5829	101	935	30716	2822	36734
K02826	5	0	0	1	0	1	2	2	3	2	1	0	0	0	2	0	0	0	0	0	0	0	3	0	0	0	1	0
K02827	1	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	0
K02828	4	0	0	1	0	0	1	1	5	0	4	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0
K02834	7863	5714	4058	7959	6758	2933	2819	5070	4599	8327	4442	4528	2020	5417	3027	2397	1015	3717	160	5018	3882	2388	6197	4085	3492	8125	3800	9537
K02835	2835	5125	6196	6743	7030	2481	2997	4273	3868	4954	2094	2159	1886	3785	3807	3189	1093	4304	212	5102	5909	2969	5604	2079	1318	3293	1793	4151
K02836	1149	1687	5136	6441	6098	3465	2642	6571	2363	5872	1543	5349	798	4245	4393	3642	2066	7193	391	5396	9665	4574	3678	1294	2415	1010	1492	1747
K02837	3651	3096	3431	4413	3737	771	1689	3297	2072	2052	2100	1422	1435	1890	1574	2357	529	2609	234	2420	4021	1230	3835	1334	989	2278	1850	2287
K02838	3674	16682	11627	14396	12380	8921	6321	15343	5504	12826	9107	15498	6170	11139	8667	7912	6151	17702	571	12372	18046	9898	9411	3103	5420	7305	4718	8140
K02839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
K02840	492	6	6	2	101	0	49	0	393	2	0	3	1	1	3	0	0	0	2	1	3	3	4	1	7	14	8	11
K02841	4	8	3	770	4	467	6	1062	18	677	2	188	2	522	621	256	1745	978	7	1322	1327	711	130	4	204	1	291	1
K02843	1	2	7	10	9	69	7	6	2	4	1	1	2	11	3	7	2	5	1	20	9	1	88	1	1	1	1	1
K02844	0	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	0	0	0	0
